Ticker,CIK,Title,CEO,Median,Ratio
ATI,1018963,ATI INC,7251888.0,86332,84:1
CUZ,25232,COUSINS PROPERTIES INC,203224137.0,3984787,51:1
VC,1111335,VISTEON CORP,8048058.0,17727,454:1
CWEN,1567683,"Clearway Energy, Inc.",error,,2.5:1
LAZ,1311370,Lazard Ltd,error,,67:1
ABG,1144980,ASBURY AUTOMOTIVE GROUP INC,error,46744,
CYTK,1061983,CYTOKINETICS INC,578488810008.0,2867838,201716:1
FELE,38725,FRANKLIN ELECTRIC CO INC,4816050.0,24825,194:1
RNG,1384905,"RingCentral, Inc.",error,,50.17:1
HOMB,1331520,HOME BANCSHARES INC,339349.89999999997,33599,10.1:1
SPWR,867773,SUNPOWER CORP,4248000.0,4500,944:1
AGO,1273813,ASSURED GUARANTY LTD,13527974.399999999,234048,57.8:1
SUM,1621563,"Summit Materials, Inc.",4465317.0,56523,79:1
BTU,1064728,PEABODY ENERGY CORP,error,,173:1
DIOD,29002,DIODES INC /DEL/,5524775.0,9575,577:1
KSS,885639,KOHLS Corp,11345120.48,8975.57,1264:1
TDC,816761,TERADATA CORP /DE/,9508074.0,69402,137:1
SYNH,1610950,"Syneos Health, Inc.",5896632.0,70198,84:1
NNI,1258602,NELNET INC,error,,48:1
MLI,89439,MUELLER INDUSTRIES INC,error,,120.3:1
ONTO,704532,ONTO INNOVATION INC.,2686788.0,103338,26:1
BSM,1621434,"Black Stone Minerals, L.P.",16266510.0,139030,117:1
SFBS,1430723,"ServisFirst Bancshares, Inc.",error,,18.53:1
UNF,717954,UNIFIRST CORP,error,,89:1
PTEN,889900,PATTERSON UTI ENERGY INC,error,14253838,
CRC,1609253,California Resources Corp,4974760.0,142136,35:1
CVBF,354647,CVB FINANCIAL CORP,2081571.9,75147,27.7:1
CNX,1070412,CNX Resources Corp,10609980.0,129390,82:1
MTH,833079,Meritage Homes CORP,7248958.0,102098,71:1
SIG,832988,SIGNET JEWELERS LTD,14284512.0,24048,594:1
CRK,23194,COMSTOCK RESOURCES INC,5877060.0,119940,49:1
FL,850209,"FOOT LOCKER, INC.",error,,748:1
AWR,1056903,AMERICAN STATES WATER CO,3875837.0000000005,115010,33.7:1
FOLD,1178879,"AMICUS THERAPEUTICS, INC.",5535420.0,184514,30:1
SR,1126956,SPIRE INC,error,,45:1
UCBI,857855,UNITED COMMUNITY BANKS INC,error,,70:1
NSIT,932696,INSIGHT ENTERPRISES INC,error,,70:1
RDN,890926,RADIAN GROUP INC,7025184.0,74736,94:1
AEL,1039828,AMERICAN EQUITY INVESTMENT LIFE HOLDING CO,2709740.0,61585,44:1
ALE,66756,ALLETE INC,error,,20:1
GPI,1031203,GROUP 1 AUTOMOTIVE INC,4095545.0,43111,95:1
AEIS,927003,ADVANCED ENERGY INDUSTRIES INC,5542798.0,35081,158:1
ASB,7789,ASSOCIATED BANC-CORP,4751298.0,58658,81:1
BDC,913142,BELDEN INC.,7012263.199999999,52487,133.6:1
ADNT,1670541,Adient plc,7012263.199999999,52487,133.6:1
ICUI,883984,ICU MEDICAL INC/DE,3811005.0,23097,165:1
DOC,1574540,Physicians Realty Trust,error,77068,
AWI,7431,ARMSTRONG WORLD INDUSTRIES INC,3698500.0,73970,50:1
GOLF,1672013,Acushnet Holdings Corp.,3989157.7300000004,11909,334.97:1
TECH,842023,BIO-TECHNE Corp,error,,131:1
ENV,1337619,"ENVESTNET, INC.",2489635.0,21649,115:1
CBU,723188,"COMMUNITY BANK SYSTEM, INC.",3120136.0,42164,74:1
BMI,9092,BADGER METER INC,error,,110:1
TWNK,1644406,"Hostess Brands, Inc.",11296775.1,49569,227.9:1
ABCB,351569,Ameris Bancorp,error,,61:1
HI,1417398,"Hillenbrand, Inc.",error,,61:1
CWT,1035201,CALIFORNIA WATER SERVICE GROUP,error,2849367,
NEU,1282637,NEWMARKET CORP,3072720.0,128030,24:1
AMBA,1280263,AMBARELLA INC,5003390.0,71477,70:1
OLLI,1639300,"Ollie's Bargain Outlet Holdings, Inc.",error,650,
WFRD,1603923,Weatherford International plc,10918600.0,49630,220:1
FHB,36377,"FIRST HAWAIIAN, INC.",10918600.0,49630,220:1
PCH,1338749,POTLATCHDELTIC CORP,error,,78.6:1
TNL,1361658,Travel & Leisure Co.,15097732.0,37934,398:1
VSH,103730,VISHAY INTERTECHNOLOGY INC,2286951967.0,6335047,361:1
NWE,73088,NORTHWESTERN CORP,error,,23:1
RARE,1515673,Ultragenyx Pharmaceutical Inc.,error,,22:1
AMRC,1488139,"Ameresco, Inc.",952641.0,100278,9.5:1
ENS,1289308,EnerSys,5211445.0,41035,127:1
CNS,1284812,"COHEN & STEERS, INC.",error,233648,
NCR,70866,NCR CORP,12461778.0,58506,213:1
CATY,861842,CATHAY GENERAL BANCORP,2547468.0,70763,36:1
AIN,819793,ALBANY INTERNATIONAL CORP /DE/,error,,
AVNT,1122976,AVIENT CORP,error,47776,
EQC,803649,Equity Commonwealth,error,256235,
SXT,310142,SENSIENT TECHNOLOGIES CORP,5261670.0,58463,90:1
PBH,1295947,Prestige Consumer Healthcare Inc.,4168740.0,62220,67:1
SKY,90896,Skyline Champion Corp,884782.5,31045,28.5:1
TXMD,25743,"TherapeuticsMD, Inc.",3035575.0,104675,29:1
BLKB,1280058,BLACKBAUD INC,error,91328,
BOH,46195,BANK OF HAWAII CORP,4678920.0,57060,82:1
EPR,1045450,EPR PROPERTIES,error,,25.9:1
AVA,104918,AVISTA CORP,4216527.0,136017,31:1
CVI,1376139,CVR ENERGY INC,error,,41:1
GHC,104889,Graham Holdings Co,error,,41:1
PPBI,1028918,PACIFIC PREMIER BANCORP INC,error,,45:1
KWR,81362,QUAKER CHEMICAL CORP,4881661.0,45623,107:1
GT,42582,GOODYEAR TIRE & RUBBER CO /OH/,10857024.0,52704,206:1
PEGA,1013857,PEGASYSTEMS INC,error,,8:1
CALM,16160,CAL-MAINE FOODS INC,1281934.5,33297,38.5:1
IPAR,822663,INTER PARFUMS INC,877461.69,53799,16.31:1
WSFS,828944,WSFS FINANCIAL CORP,1188000.0,66000,18:1
LXP,910108,LXP Industrial Trust,3286585.0,142895,23:1
PLXS,785786,PLEXUS CORP,6675196.0,15818,422:1
SPXC,88205,"SPX Technologies, Inc.",4882701.0,56123,87:1
HIW,921082,"HIGHWOODS PROPERTIES, INC.",error,64659,
ABM,771497,ABM INDUSTRIES INC /DE/,error,64659,
TEX,97216,TEREX CORP,11185056.0,52512,213:1
WHD,1699136,"Cactus, Inc.",11185056.0,52512,213:1
JJSF,785956,J&J SNACK FOODS CORP,error,,96:1
BKU,1504008,"BankUnited, Inc.",4732850.6,80354,58.9:1
TR,98677,TOOTSIE ROLL INDUSTRIES INC,5527860.0,48490,114:1
CVLT,1169561,COMMVAULT SYSTEMS INC,6192004.0,119077,52:1
SPR,1364885,"Spirit AeroSystems Holdings, Inc.",9933732.0,70452,141:1
OFC,860546,CORPORATE OFFICE PROPERTIES TRUST,2865955.1999999997,99168,28.9:1
LIVN,1639691,LivaNova PLC,5437335.0,48985,111:1
HL,719413,HECLA MINING CO/DE/,error,97982,
PSEC,1287032,PROSPECT CAPITAL CORP,error,97982,
PK,1617406,Park Hotels & Resorts Inc.,11953494.0,21082,567:1
AAWW,1135185,ATLAS AIR WORLDWIDE HOLDINGS INC,6023366.899999999,95761,62.9:1
FWRD,912728,FORWARD AIR CORP,3025512.0,37352,81:1
ONB,707179,OLD NATIONAL BANCORP /IN/,2624994.0,48611,54:1
WIRE,850460,ENCORE WIRE CORP,error,51113,
BANF,760498,BANCFIRST CORP /OK/,563505.0,37567,15:1
SBRA,1492298,"Sabra Health Care REIT, Inc.",4827395.1,151329,31.9:1
JBT,1433660,John Bean Technologies CORP,error,,85:1
KBH,795266,KB HOME,error,,85:1
RIG,1451505,Transocean Ltd.,9019998.0,111358,81:1
TRN,99780,TRINITY INDUSTRIES INC,8967079.0,35443,253:1
IBOC,315709,INTERNATIONAL BANCSHARES CORP,2106859.084,24584.12,85.7:1
HUBG,940942,"Hub Group, Inc.",error,,49:1
HR,1360604,Healthcare Realty Trust Inc,8461539.0,68793,123:1
BCC,1328581,BOISE CASCADE Co,4133700.0,45930,90:1
MOG-A,67887,MOOG INC.,4133700.0,45930,90:1
DEI,1364250,Douglas Emmett Inc,790280.0,39514,20:1
PTCT,1070081,"PTC THERAPEUTICS, INC.",2171424.5,163265,13.3:1
TCBI,1077428,TEXAS CAPITAL BANCSHARES INC/TX,3616074.0,91315,39.6:1
SITC,894315,SITE Centers Corp.,7899388.0,80606,98:1
WERN,793074,WERNER ENTERPRISES INC,2842176.0,44409,64:1
AMED,896262,AMEDISYS INC,3999009.0,50302,79.5:1
PACW,1102112,PACWEST BANCORP,5624114.0,83942,67:1
RUSHA,1012019,RUSH ENTERPRISES INC \TX\,6029424.0,59112,102:1
AMC,1411579,"AMC ENTERTAINMENT HOLDINGS, INC.",7445006.0,8014,929:1
BCO,78890,BRINKS CO,7811600.0,11800,662:1
AEO,919012,AMERICAN EAGLE OUTFITTERS INC,6490400.0,6100,1064:1
NGVT,1653477,Ingevity Corp,error,,
IBP,1580905,"Installed Building Products, Inc.",4575840.0,47665,96:1
KFY,56679,KORN FERRY,error,,
FSS,277509,FEDERAL SIGNAL CORP /DE/,error,,
PDCO,891024,"PATTERSON COMPANIES, INC.",6355935.0,55269,115:1
CNO,1224608,"CNO Financial Group, Inc.",error,59021,
ACLS,1113232,AXCELIS TECHNOLOGIES INC,2617740.0,72715,36:1
NAVI,1593538,NAVIENT CORP,error,,147:1
MXL,1288469,MAXLINEAR INC,3323868.0,144516,23:1
DY,67215,DYCOM INDUSTRIES INC,3323868.0,144516,23:1
BPMC,1597264,Blueprint Medicines Corp,4950594.0,250030,19.8:1
SMG,825542,SCOTTS MIRACLE-GRO CO,5136364.0,44279,116:1
ZWS,1439288,Zurn Elkay Water Solutions Corp,6105652.0,48076,127:1
PRTA,1559053,PROTHENA CORP PUBLIC LTD CO,5098272.0,318642,16:1
CCOI,1158324,"COGENT COMMUNICATIONS HOLDINGS, INC.",error,,91:1
FULT,700564,FULTON FINANCIAL CORP,3175599.0,47397,67:1
KOS,1509991,Kosmos Energy Ltd.,5350099.0,232613,23:1
HASI,1561894,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",error,243102,
GNW,1276520,GENWORTH FINANCIAL INC,8947095.0,86865,103:1
WOR,108516,WORTHINGTON INDUSTRIES INC,4426005.0,64145,69:1
STAA,718937,STAAR SURGICAL CO,1841880.0,61396,30:1
RRR,1653653,"Red Rock Resorts, Inc.",1934981.0,31721,61:1
AUB,883948,Atlantic Union Bankshares Corp,error,,40:1
MAIN,1396440,Main Street Capital CORP,error,,28:1
MATX,3453,"Matson, Inc.",error,,44:1
URBN,912615,URBAN OUTFITTERS INC,41490.615,8884.50,4.67:1
WD,1497770,"Walker & Dunlop, Inc.",6459354.0,126654,51:1
MGEE,1161728,MGE ENERGY INC,1590245.2000000002,107449,14.8:1
THS,1320695,"TreeHouse Foods, Inc.",7818030.0,47382,165:1
BHC,885590,Bausch Health Companies Inc.,4888236.0,35422,138:1
ISEE,1410939,"IVERIC bio, Inc.",3521580.0,352158,10:1
FBP,1057706,FIRST BANCORP /PR/,error,,114:1
DORM,868780,"Dorman Products, Inc.",1838928.0,35364,52:1
IOSP,1054905,INNOSPEC INC.,7392900.0,97275,76:1
NHI,877860,NATIONAL HEALTH INVESTORS INC,error,209526,
OI,812074,"O-I Glass, Inc. /DE/",8074833.0,40989,197:1
IBTX,1564618,"Independent Bank Group, Inc.",8074833.0,40989,197:1
CBZ,944148,"CBIZ, Inc.",2917260.0,64828,45:1
HLNE,1433642,Hamilton Lane INC,2917260.0,64828,45:1
MAC,912242,MACERICH CO,12812730.0,75369,170:1
ACAD,1070494,ACADIA PHARMACEUTICALS INC,15285132.0,283058,54:1
PRMW,884713,Primo Water Corp /CN/,5576604.0,42247,132:1
MRCY,1049521,MERCURY SYSTEMS INC,5504340.0,91739,60:1
TRIP,1526520,"TripAdvisor, Inc.",47928283.0,99643,481:1
CNMD,816956,CONMED Corp,2998008.0,25624,117:1
MUX,314203,McEwen Mining Inc.,510424.2,35694,14.3:1
LGIH,1580670,"LGI Homes, Inc.",3926340.0,87252,45:1
GSAT,1366868,"Globalstar, Inc.",error,72062,
VIAV,912093,VIAVI SOLUTIONS INC.,4878060.0,88692,55:1
CRVL,874866,CORVEL CORP,397930.0,39793,10:1
EVH,1628908,"Evolent Health, Inc.",error,,
NOG,1104485,"NORTHERN OIL & GAS, INC.",982856.3999999999,112972,8.7:1
OUT,1579877,OUTFRONT Media Inc.,5422988.0,63058,86:1
MGPI,835011,MGP INGREDIENTS INC,1876750.0,75070,25:1
EXTR,1078271,EXTREME NETWORKS INC,4966400.600000001,177371.45,28:1
OTTR,1466593,Otter Tail Corp,3385855.0,61561,55:1
PIPR,1230245,PIPER SANDLER COMPANIES,5058486.0,148779,34:1
CEIX,1710366,CONSOL Energy Inc.,5058486.0,148779,34:1
PRFT,1085869,PERFICIENT INC,5058486.0,148779,34:1
NTCT,1078075,NETSCOUT SYSTEMS INC,error,,23:1
SAGE,1597553,"Sage Therapeutics, Inc.",5755230.0,383682,15:1
LCII,763744,LCI INDUSTRIES,10279764.0,50391,204:1
MGRC,752714,MCGRATH RENTCORP,error,54515,
HELE,916789,HELEN OF TROY LTD,error,,
SGRY,1638833,"Surgery Partners, Inc.",546576.0,45548,12:1
PAGP,1581990,PLAINS GP HOLDINGS LP,42636.0,96900,0.44:1
SCL,94049,STEPAN CO,error,,35:1
FIBK,860413,FIRST INTERSTATE BANCSYSTEM INC,203729194.79999998,50483,04035.6:1
VRNT,1166388,VERINT SYSTEMS INC,8223761.0,90371,91:1
CORT,1088856,CORCEPT THERAPEUTICS INC,4167646.0,297689,14:1
COLB,887343,"COLUMBIA BANKING SYSTEM, INC.",252081360.0,3501130,72:1
ABR,1253986,ARBOR REALTY TRUST INC,error,,118:1
ACIW,935036,"ACI WORLDWIDE, INC.",error,,74:1
SFNC,90498,SIMMONS FIRST NATIONAL CORP,2291700.0,45834,50:1
MDC,773141,"M.D.C. HOLDINGS, INC.",error,80186,
UNFI,1020859,UNITED NATURAL FOODS INC,5111520.0,53245,96:1
WSBC,203596,WESBANCO INC,1596688.2899999998,73209,21.81:1
CBRL,1067294,"CRACKER BARREL OLD COUNTRY STORE, INC",error,,438:1
SJW,766829,SJW GROUP,1842222.0,108366,17:1
SLG,1040971,SL GREEN REALTY CORP,41164671.0,135857,303:1
GMS,1600438,GMS Inc.,1182237.0,56297,21:1
INSM,1104506,INSMED Inc,4351631.180000001,235733,18.46:1
ESE,866706,ESCO TECHNOLOGIES INC,error,,63:1
ITRI,780571,"ITRON, INC.",729697592.0,5884658,124:1
HTH,1265131,Hilltop Holdings Inc.,2113716.0,96078,22:1
PRK,805676,PARK NATIONAL CORP /OH/,error,,38.93:1
DAN,26780,DANA INC,error,,246:1
ENR,1632790,"ENERGIZER HOLDINGS, INC.",1333576530.0,6735235,198:1
ODP,800240,ODP Corp,error,,552:1
FUN,811532,CEDAR FAIR L P,4441886.0,10306,431:1
FFBC,708955,FIRST FINANCIAL BANCORP /OH/,2700603.0,52953,51:1
EVTC,1559865,"EVERTEC, Inc.",1732294872.0,7499112,231:1
BKE,885245,BUCKLE INC,error,,514.2:1.0
SHO,1295810,"Sunstone Hotel Investors, Inc.",5408376.600000001,209627,25.8:1
WDFC,105132,WD 40 CO,2463006.0,94731,26:1
VSAT,797721,VIASAT INC,10522800.0,105228,100:1
KW,1408100,"Kennedy-Wilson Holdings, Inc.",20839000.0,91000,229:1
THRM,903129,GENTHERM Inc,5585050.0,5879,950:1
JOE,745308,ST JOE Co,879810.0,87981,10:1
WMK,105418,WEIS MARKETS INC,error,,164:1
MDRX,1124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",7740059.0,72337,107:1
NPO,1164863,"ENPRO INDUSTRIES, INC",5634902.0,57499,98:1
JBLU,1158463,JETBLUE AIRWAYS CORP,error,,64.7:1
SAVE,1498710,"Spirit Airlines, Inc.",2241238.0,36149,62:1
ARCH,1037676,"ARCH RESOURCES, INC.",9796192.0,96992,101:1
ROG,84748,ROGERS CORP,3831749.9999999995,48750,78.6:1.0
FRME,712534,FIRST MERCHANTS CORP,3831749.9999999995,48750,78.6:1.0
WAFD,936528,WASHINGTON FEDERAL INC,error,43748,
AX,1299709,"Axos Financial, Inc.",10903536.0,86536,126:1
CPE,928022,Callon Petroleum Co,3515700.0,140628,25:1
PACB,1299130,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",1416213.0,157357,9:1
BANR,946673,BANNER CORP,error,,
TPH,1561680,"Tri Pointe Homes, Inc.",error,,45:1
CVCO,278166,CAVCO INDUSTRIES INC.,3809802.0,37351,102:1
NUVA,1142596,NUVASIVE INC,6812920.0,79220,86:1
TRMK,36146,TRUSTMARK CORP,error,,60:1
TTEC,1013880,"TTEC Holdings, Inc.",441936.0,6696,66:1
EPC,1096752,EDGEWELL PERSONAL CARE Co,5321375.0,42571,125:1
CPK,19745,CHESAPEAKE UTILITIES CORP,error,,25:1
TROX,1530804,Tronox Holdings plc,5622743.2,66149.92,85:1
HBI,1359841,Hanesbrands Inc.,error,,1830:1
RNST,715072,RENASANT CORP,3044333.0,53882,56.5:1
AAT,1500217,"American Assets Trust, Inc.",2471969.5,54329,45.5:1
KAI,886346,KADANT INC,error,,88:1
APAM,1517302,Artisan Partners Asset Management Inc.,5740028.0,197932,29:1
AVAV,1368622,AeroVironment Inc,1701630.0,94535,18:1
CLDX,744218,"Celldex Therapeutics, Inc.",1728415.0,132955,13:1
KMT,55242,KENNAMETAL INC,5646461.039999999,74295.54,76:1
FCPT,1650132,"Four Corners Property Trust, Inc.",3152760.0,20210,156:1
SAH,1043509,SONIC AUTOMOTIVE INC,error,,
NUS,1021561,"NU SKIN ENTERPRISES, INC.",23499625.0,25405,925:1
YELP,1345016,YELP INC,10080660.0,59298,170:1
B,9984,BARNES GROUP INC,8490036.0,61522,138:1
GKOS,1192448,GLAUKOS Corp,error,,34.7:1
ATSG,894081,"Air Transport Services Group, Inc.",error,,52:1
STRA,1013934,"Strategic Education, Inc.",error,,47:1
BCRX,882796,BIOCRYST PHARMACEUTICALS INC,3901707.0,205353,19:1
GFF,50725,GRIFFON CORP,error,,332:1
SUPN,1356576,"SUPERNUS PHARMACEUTICALS, INC.",5598600.0,130200,43:1
VRTV,1599489,Veritiv Corp,6593733.0,59403,111:1
MTX,891014,MINERALS TECHNOLOGIES INC,3956904.0,54957,72:1
MSTR,1050446,MICROSTRATEGY Inc,658426.0,86635,7.6:1
DK,1694426,"Delek US Holdings, Inc.",12186835.0,88955,137:1
PEB,1474098,Pebblebrook Hotel Trust,3907199.0,134731,29:1
SABR,1597033,Sabre Corp,6965600.0,69656,100:1
INSW,1679049,"International Seaways, Inc.",114618488.0,1685566,68:1
AGYS,78749,AGILYSYS INC,1074375.0,71625,15:1
ARCB,894405,ARCBEST CORP /DE/,2130051.4,95518,22.3:1
NG,1173420,NOVAGOLD RESOURCES INC,5414746.6,426358,12.7:1
ATRC,1323885,"AtriCure, Inc.",4181960.0,104549,40:1
PSMT,1041803,PRICESMART INC,error,,85.0:1
ICFI,1362004,"ICF International, Inc.",3270370.0,71095,46:1
MCY,64996,MERCURY GENERAL CORP,1380138.0,60006,23:1
SKT,899715,"TANGER FACTORY OUTLET CENTERS, INC",7026720.0,14639,480:1
HTLF,920112,HEARTLAND FINANCIAL USA INC,1293107.55,47005,27.51:1
CENT,887733,CENTRAL GARDEN & PET CO,error,,58:1
DOOR,893691,MASONITE INTERNATIONAL CORP,error,,
FORM,1039399,FORMFACTOR INC,2990736.0,65016,46:1
WGO,107687,WINNEBAGO INDUSTRIES INC,3222875.0,33925,95:1
PJT,1626115,PJT Partners Inc.,3222875.0,33925,95:1
RLJ,1511337,RLJ Lodging Trust,error,129355,
CSWI,1624794,"CSW INDUSTRIALS, INC.",3330834.5,68677,48.5:1
SIX,701374,Six Flags Entertainment Corp,109773400.0,60850,1804:1
SNEX,913760,StoneX Group Inc.,109773400.0,60850,1804:1
SSTK,1549346,"Shutterstock, Inc.",6329700.0,162300,0039:1
ROIC,1407623,RETAIL OPPORTUNITY INVESTMENTS CORP,5350122.0,116307,46:1
DRH,1298946,DiamondRock Hospitality Co,error,,25.5:1
IMKTA,50493,INGLES MARKETS INC,1198330.0,17119,70:1
NBTB,790359,NBT BANCORP INC,1721960.0,43049,40:1
LKFN,721994,LAKELAND FINANCIAL CORP,1609245.0,35761,45:1
EFSC,1025835,ENTERPRISE FINANCIAL SERVICES CORP,error,,16:1
CSGS,1005757,CSG SYSTEMS INTERNATIONAL INC,5034330.0,82530,61:1
CRS,17843,CARPENTER TECHNOLOGY CORP,error,,64:1
RES,742278,RPC INC,error,,31.1:1
CCS,1576940,"Century Communities, Inc.",error,,31.1:1
INT,789460,WORLD FUEL SERVICES CORP,5518359.0,55741,99:1
ATGE,730464,Adtalem Global Education Inc.,11715912.0,25034,468:1
HCC,1691303,"WARRIOR MET COAL, INC.",11715912.0,25034,468:1
SMTC,88941,SEMTECH CORP,6431625.0,85755,75:1
SBCF,730708,SEACOAST BANKING CORP OF FLORIDA,error,59455,
VGR,59440,VECTOR GROUP LTD,10648341.0,69597,153:1
USM,821130,UNITED STATES CELLULAR CORP,172680.5,59545,2.9:1
MTRN,1104657,MATERION Corp,3263442.0,75894,43:1
NWBI,1471265,"Northwest Bancshares, Inc.",1709240.0,44980,38:1
ADX,2230,"ADAMS DIVERSIFIED EQUITY FUND, INC.",1709240.0,44980,38:1
SYBT,835324,"Stock Yards Bancorp, Inc.",1448041.0,46711,31:1
PCRX,1396814,"Pacira BioSciences, Inc.",132129676.0,4718917,28:1
MWA,1350593,"Mueller Water Products, Inc.",3185568.0,58992,54:1
NMIH,1547903,"NMI Holdings, Inc.",3185568.0,58992,54:1
CAKE,887596,CHEESECAKE FACTORY INC,error,,225:1
HLIO,1024795,"HELIOS TECHNOLOGIES, INC.",941220.0,52290,18:1
MRTN,799167,MARTEN TRANSPORT LTD,1217436.0,52932,23:1
UE,1611547,Urban Edge Properties,4375200.0,91150,48:1
IVT,1307748,InvenTrust Properties Corp.,3423752.904,99759.70,34.32:1
OXM,75288,OXFORD INDUSTRIES INC,error,,146:1
XPRO,1575828,EXPRO GROUP HOLDINGS N.V.,4125056.0,41600,99.16:1
GOGO,1537054,Gogo Inc.,error,116307,
ADUS,1468328,Addus HomeCare Corp,1752348.0,9321,188:1
CPRX,1369568,"CATALYST PHARMACEUTICALS, INC.",error,,5:1
COHU,21535,COHU INC,2719552.0,30904,88:1
ALG,897077,ALAMO GROUP INC,error,,70:1
MEI,65270,METHODE ELECTRONICS INC,1545156.0,9538,162:1
PLAY,1525769,"Dave & Buster's Entertainment, Inc.",3508651.9,19417,180.7:1
RFP,1393066,Resolute Forest Products Inc.,error,,68:1
AGIO,1439222,"AGIOS PHARMACEUTICALS, INC.",6074760.0,253115,24:1
TTMI,1116942,TTM TECHNOLOGIES INC,2615976.0,9909,264:1
KAR,1395942,"KAR Auction Services, Inc.",5827965.0,35321,165:1
HURN,1289848,Huron Consulting Group Inc.,172366100.0,4535950,38:1
EAT,703351,"BRINKER INTERNATIONAL, INC",error,,339:1
XNCR,1326732,Xencor Inc,error,,28:1
NEOG,711377,NEOGEN CORP,1930320.0,34470,56:1
GVA,861459,GRANITE CONSTRUCTION INC,error,,47:1
TBBK,1295401,"Bancorp, Inc.",error,,47:1
GME,1326380,GameStop Corp.,2557953.0,12123,211:1
GPRE,1309402,Green Plains Inc.,4524380.0,66535,68:1
HEES,1339605,"H&E Equipment Services, Inc.",2559747.0,59529,43:1
AIR,1750,AAR CORP,error,,
UCTT,1275014,"Ultra Clean Holdings, Inc.",3114034.0,40442,77:1
HLF,1180262,HERBALIFE NUTRITION LTD.,6635147.0,34379,193:1
XHR,1616000,"Xenia Hotels & Resorts, Inc.",5702850.0,228114,25:1
GTY,1052752,GETTY REALTY CORP /MD/,1233470.0,123347,10:1
LILA,1712184,Liberty Latin America Ltd.,1233470.0,123347,10:1
CRTO,1576427,Criteo S.A.,5954106.0,102657,58:1
MSEX,66004,MIDDLESEX WATER CO,23141998.55,1450909,15.95:1
HTGC,1280784,"Hercules Capital, Inc.",error,,39.3:1
SASR,824410,SANDY SPRING BANCORP INC,35536464.0,1480686,24:1
RCII,933036,RENT A CENTER INC DE,1152438.0,27439,42:1
COMM,1517228,"CommScope Holding Company, Inc.",7071471680.0,8499365,832:1
HPP,1482512,"Hudson Pacific Properties, Inc.",6004736.0,93824,64:1
HOPE,1128361,HOPE BANCORP INC,2239297.0,54617,41:1
QTWO,1410384,"Q2 Holdings, Inc.",error,110880,
WABC,311094,WESTAMERICA BANCORPORATION,614192.0,38387,16.0:1.0
ROCK,912562,"GIBRALTAR INDUSTRIES, INC.",6239343.0,48367,129:1
GPOR,874499,GULFPORT ENERGY CORP,4702828.0,90439,52:1
MNRO,876427,"MONRO, INC.",5906853.0,34543,171:1
MGNI,1595974,"MAGNITE, INC.",5906853.0,34543,171:1
HAIN,910406,HAIN CELESTIAL GROUP INC,7477290.0,29790,251:1
KN,1587523,Knowles Corp,5369580.0,7782,690:1
HMN,850141,HORACE MANN EDUCATORS CORP /DE/,error,,51:1
OMI,75252,OWENS & MINOR INC/VA/,6672289.0,39481,169:1
FBNC,811589,FIRST BANCORP /NC/,error,49401,
IDCC,1405495,"InterDigital, Inc.",2309688.0,192474,12:1
VRE,924901,"Veris Residential, Inc.",error,,75:1
ADTN,926282,"ADTRAN Holdings, Inc.",4450518.0,82417,54:1
BGCP,1094831,"BGC Partners, Inc.",error,,168:1
CIM,1409493,CHIMERA INVESTMENT CORP,5899000.0,347000.00,17:1
MCRI,907242,MONARCH CASINO & RESORT INC,1882320.0,34224,55:1
PATK,76605,PATRICK INDUSTRIES INC,11866012.0,35741,332:1
LTC,887905,LTC PROPERTIES INC,55139408.0,3446213,16:1
MYRG,700923,MYR GROUP INC.,1600632.0,85140,18.8:1
OII,73756,OCEANEERING INTERNATIONAL INC,error,,33:1
TCBK,356171,TRICO BANCSHARES /,1762380.0,58746,30:1
SBH,1368458,"Sally Beauty Holdings, Inc.",4668840.0,15720,297:1
CMP,1227654,COMPASS MINERALS INTERNATIONAL INC,error,,62:1
VRTS,883237,"VIRTUS INVESTMENT PARTNERS, INC.",error,,37:1
RCKT,1281895,"ROCKET PHARMACEUTICALS, INC.",error,,37:1
VIVO,794172,MERIDIAN BIOSCIENCE INC,1871558.0,71983,26:1
OSIS,1039065,OSI SYSTEMS INC,7306562.0,13001,562:1
PRAA,1185348,PRA GROUP INC,error,,108:1
INFN,1138639,Infinera Corp,4871760.0,101495,48:1
MLKN,66382,"MILLERKNOLL, INC.",4724379.0,47721,99:1
EPAC,6955,ENERPAC TOOL GROUP CORP,4635378.0,46822,99:1
UNIT,1620280,Uniti Group Inc.,390621744.0,5425302,72:1
LRN,1157408,"Stride, Inc.",6447125.0,51577,125:1
ALEX,1545654,"Alexander & Baldwin, Inc.",2896867.0,67369,43:1
AHL-PC,1267395,ASPEN INSURANCE HOLDINGS LTD,error,,
BHLB,1108134,BERKSHIRE HILLS BANCORP INC,3548935.0,54599,65:1
HLIT,851310,HARMONIC INC,2473975.0,98959,25:1
CHCO,726854,CITY HOLDING CO,error,1358219,
NVRO,1444380,NEVRO CORP,13230289.0,183245,72.2:1
SATS,1415404,EchoStar CORP,1854096.0,97584,19:1
DNOW,1599617,NOW Inc.,error,73266,
ECPG,1084961,ENCORE CAPITAL GROUP INC,3021760.0,22720,133:1
CXW,1070985,"CoreCivic, Inc.",error,,62:1
